college,course,category,Round 1,Round 2,Mop-up,Stray,Stray Extended,fees,service_type,counseling
East Point College of Medical Sciences & Research Centre,M.D. Paediatrics,OPN,14684.0,30044.0,30044.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Paediatrics,S1G,,71756.0,71756.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Pathology,GM,,,200613.0,,,207027,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Pathology,GMPH,58829.0,,,,,358253,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Pathology,OPN,51987.0,,204806.0,,213202.0,358253,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Pathology,S3G,71994.0,,,,,207027,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Pharmacology,2AG,111194.0,,,,,207027,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Pharmacology,GM,,,,200419.0,,207027,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Pharmacology,OPN,104608.0,,,,,358253,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Psychiatry,2AG,35106.0,54881.0,102918.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Psychiatry,3AG,,43575.0,43575.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Psychiatry,GMP,36338.0,121134.0,121134.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Psychiatry,OPN,19541.0,71994.0,61036.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Radio Diagnosis,3BG,,8138.0,8138.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Radio Diagnosis,GM,3345.0,6437.0,,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Radio Diagnosis,MNG,106006.0,,227053.0,,,12015000,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Respiratory Medicine,2AG,19270.0,43307.0,43307.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Respiratory Medicine,GM,17272.0,33785.0,33785.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Respiratory Medicine,GMP,25195.0,45440.0,44827.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.D. Respiratory Medicine,OPN,20498.0,39516.0,39516.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. ENT,GM,21790.0,45875.0,45875.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. ENT,GMP,37210.0,79579.0,79579.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. ENT,OPN,26431.0,73703.0,73703.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. General Surgery,GM,17199.0,32690.0,37114.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. General Surgery,GMP,29528.0,51705.0,51098.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. General Surgery,MNG,,,185421.0,,,7015000,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. General Surgery,OPN,24769.0,44130.0,47384.0,92487.0,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. General Surgery,S2G,,50216.0,53077.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,GMP,16011.0,25074.0,25074.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,MNG,111751.0,,,173438.0,208951.0,9515000,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Obstetrics and Gynecology,S3G,,43635.0,43635.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Opthalamology,3BG,24121.0,44281.0,61038.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Opthalamology,GMP,33899.0,86944.0,89751.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Opthalamology,MNG,,,184829.0,205060.0,,6515000,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Opthalamology,OPN,25556.0,75146.0,75146.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Orthopedics,2BG,,48934.0,48934.0,,,783108,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Orthopedics,GMP,,73533.0,72022.0,,,1387994,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Orthopedics,MNG,,,212133.0,,228172.0,7515000,Non-Inservice,KEA
East Point College of Medical Sciences & Research Centre,M.S. Orthopedics,OPN,24955.0,63601.0,64155.0,,,1387994,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D Emergency Medicine,GM,4109.0,12193.0,17558.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D Immuno Haemotology,S2G,56559.0,92996.0,92996.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Anaesthesia,1H,16158.0,27481.0,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Anaesthesia,GM,6814.0,15381.0,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Anaesthesia,S3G,15091.0,38484.0,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Anatomy,3BG,82047.0,,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Anatomy,GM,72268.0,95610.0,132586.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Biochemistry,GM,45637.0,74790.0,74790.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Community Medicine,3BG,38891.0,87844.0,87844.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Community Medicine,GM,27654.0,71123.0,73375.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. General Medicine,GM,350.0,1649.0,1649.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. General Medicine,S2G,1544.0,11027.0,11027.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Microbiology,GM,38658.0,51756.0,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Paediatrics,GM,,6253.0,,19337.0,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Paediatrics,S3G,13595.0,17506.0,17506.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Paediatrics,STG,12713.0,36688.0,36688.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Pathology,GM,15326.0,22585.0,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Pathology,S3G,50236.0,80669.0,80669.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Pharmacology,GM,19852.0,28952.0,47605.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Physiology,GM,62284.0,82047.0,89264.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Physiology,STG,84806.0,,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.D. Radio Diagnosis,GM,500.0,553.0,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.S. General Surgery,1H,,35848.0,35848.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.S. General Surgery,3AG,4674.0,7344.0,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.S. General Surgery,GM,4612.0,6716.0,7275.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.S. General Surgery,S1G,27488.0,29378.0,29378.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.S. Obstetrics and Gynecology,3AG,4388.0,8413.0,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.S. Obstetrics and Gynecology,GM,4222.0,6676.0,,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Bangalore,M.S. Orthopedics,GM,,7795.0,7795.0,,,263400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Anaesthesia,2BG,14767.0,,,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Anaesthesia,GMH,12236.0,25241.0,25192.0,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Anaesthesia,STH,63137.0,63137.0,,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Anatomy,GM,89264.0,,,132198.0,,40900,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Anatomy,S3H,114766.0,,,,,40900,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Biochemistry,GM,,,134252.0,,190494.0,40900,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Community Medicine,3AG,37890.0,73861.0,82845.0,,,68400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Community Medicine,S2H,96110.0,,,,,68400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Community Medicine,S3G,,94972.0,94972.0,,,68400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. General Medicine,2BH,2900.0,5534.0,,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. General Medicine,GM,854.0,2292.0,,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Microbiology,2AG,76223.0,,,,,68400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Microbiology,GM,,108572.0,108572.0,,,68400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Microbiology,GMH,51756.0,114766.0,114766.0,,,68400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Paediatrics,2AH,7991.0,10870.0,10870.0,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Paediatrics,GMH,3007.0,9673.0,9673.0,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Pathology,2BH,24064.0,60587.0,60587.0,,,68400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Pathology,GM,20943.0,42590.0,42590.0,,,68400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Pharmacology,GMH,35811.0,95206.0,95206.0,,,68400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Pharmacology,S3G,,68728.0,177665.0,,,68400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Physiology,2AG,102890.0,,,,,40900,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Physiology,GM,,89984.0,228347.0,,,40900,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Physiology,GMH,89298.0,,,,,40900,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.D. Respiratory Medicine,STH,60707.0,73878.0,73878.0,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. ENT,2AH,11485.0,45248.0,45248.0,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. ENT,GM,9802.0,26354.0,,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. General Surgery,2BH,8204.0,19988.0,19988.0,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. General Surgery,GMH,,15570.0,15570.0,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. General Surgery,STG,40127.0,84806.0,84806.0,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. Obstetrics and Gynecology,GMH,,10820.0,15996.0,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. Obstetrics and Gynecology,S1G,10367.0,40924.0,,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. Opthalamology,2BH,9809.0,32488.0,32488.0,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. Orthopedics,2AH,19397.0,32629.0,,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. Orthopedics,GM,7795.0,19772.0,,,,123400,Non-Inservice,KEA
Employees State Insurance Corporation Medical College Gulbarga,M.S. Orthopedics,GMH,10166.0,23617.0,,,,123400,Non-Inservice,KEA
Father Mullers Medical College,M.D Emergency Medicine,GM,15698.0,20407.0,29773.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D Emergency Medicine,MC,40644.0,59511.0,59511.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D Emergency Medicine,MNG,70633.0,,134569.0,,,5015000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Anaesthesia,3AG,,37534.0,,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Anaesthesia,GM,14914.0,21407.0,28529.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Anaesthesia,GMPH,27274.0,62656.0,62656.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Anaesthesia,MC,39008.0,90356.0,57273.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Anaesthesia,MNG,72623.0,104670.0,180001.0,,,5015000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Anaesthesia,NRI,102081.0,102081.0,,,,5015000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Anaesthesia,OPN,16814.0,32493.0,,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Anaesthesia,S2H,42677.0,61846.0,61846.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Community Medicine,GM,,,,,144918.0,207027,Non-Inservice,KEA
Father Mullers Medical College,M.D. Community Medicine,MNG,,100990.0,119361.0,,,65000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Community Medicine,OPN,,,187392.0,,206463.0,358253,Non-Inservice,KEA
Father Mullers Medical College,M.D. Dermatology,GM,610.0,4167.0,,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Dermatology,MC,17378.0,17378.0,,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Dermatology,MNG,47535.0,77844.0,,,,7515000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Dermatology,NRI,48640.0,,,,,7515000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Dermatology,OPN,2722.0,5281.0,,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. General Medicine,2AG,5573.0,7205.0,7205.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. General Medicine,GM,1035.0,1035.0,1035.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. General Medicine,GMP,3302.0,7975.0,7975.0,36325.0,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. General Medicine,MC,21920.0,31149.0,31149.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. General Medicine,MNG,40305.0,41692.0,,,,6515000,Non-Inservice,KEA
Father Mullers Medical College,M.D. General Medicine,NRI,63422.0,63702.0,63702.0,,,6515000,Non-Inservice,KEA
Father Mullers Medical College,M.D. General Medicine,STG,29563.0,53184.0,,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Microbiology,3AG,121159.0,,,,,207027,Non-Inservice,KEA
Father Mullers Medical College,M.D. Microbiology,GM,,,,141478.0,,207027,Non-Inservice,KEA
Father Mullers Medical College,M.D. Microbiology,GMP,78024.0,,,,,358253,Non-Inservice,KEA
Father Mullers Medical College,M.D. Microbiology,MC,80531.0,,,,,358253,Non-Inservice,KEA
Father Mullers Medical College,M.D. Microbiology,MNG,56596.0,,159884.0,,,90000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Paediatrics,2AG,,14482.0,,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Paediatrics,GMH,8593.0,13717.0,13717.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Paediatrics,GMP,10536.0,14662.0,14662.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Paediatrics,GMPH,12274.0,17846.0,17846.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Paediatrics,MC,30663.0,35021.0,35021.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Paediatrics,MNG,55053.0,62894.0,62894.0,,,6015000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Paediatrics,NRI,84393.0,84393.0,84393.0,,,6015000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pathology,GM,,55720.0,55720.0,,,207027,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pathology,GMH,38692.0,,,,,207027,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pathology,GMP,39268.0,,,,,358253,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pathology,GMPH,48315.0,,,,,358253,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pathology,MC,77067.0,,,,,358253,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pathology,MNG,38148.0,,183295.0,,,765000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pathology,NRI,100197.0,,,,,765000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pathology,OPN,,112939.0,112939.0,,,358253,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pharmacology,2BG,82876.0,,,,,207027,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pharmacology,GM,,88871.0,,,,207027,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pharmacology,MNG,,,180902.0,,,90000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Pharmacology,OPN,54610.0,,177212.0,,,358253,Non-Inservice,KEA
Father Mullers Medical College,M.D. Psychiatry,3BH,39546.0,52218.0,,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Psychiatry,GM,9658.0,31792.0,31792.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Psychiatry,GMPH,47225.0,92453.0,92453.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Psychiatry,MC,60667.0,75188.0,120941.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Psychiatry,MNG,52833.0,81036.0,81036.0,,,5015000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Psychiatry,NRI,83360.0,111974.0,,,,5015000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Radio Diagnosis,1H,9570.0,9570.0,,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Radio Diagnosis,2AG,6301.0,6666.0,6666.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Radio Diagnosis,MC,14756.0,14756.0,,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Radio Diagnosis,MNG,23843.0,62874.0,62874.0,,,7515000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Radio Diagnosis,NRI,55328.0,97260.0,,,,7515000,Non-Inservice,KEA
Father Mullers Medical College,M.D. Radio Diagnosis,OPN,2939.0,3984.0,3984.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Radio Therapy,2AG,,39223.0,37133.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.D. Radio Therapy,MC,41650.0,63147.0,63147.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.D. Radio Therapy,NRI,91931.0,91931.0,,,,4515000,Non-Inservice,KEA
Father Mullers Medical College,M.S. ENT,GMP,25366.0,62198.0,51856.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. ENT,MC,31176.0,108969.0,,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. ENT,NRI,62629.0,111504.0,,,,4015000,Non-Inservice,KEA
Father Mullers Medical College,M.S. General Surgery,2AG,9788.0,16696.0,24497.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.S. General Surgery,GM,6149.0,9185.0,11742.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.S. General Surgery,GMP,12106.0,22271.0,27321.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. General Surgery,GMPH,18500.0,28327.0,28327.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. General Surgery,MC,37411.0,41075.0,76255.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. General Surgery,MNG,66831.0,106394.0,113129.0,,,6015000,Non-Inservice,KEA
Father Mullers Medical College,M.S. General Surgery,NRI,89169.0,89169.0,89169.0,,,6015000,Non-Inservice,KEA
Father Mullers Medical College,M.S. Obstetrics and Gynecology,2BG,8286.0,,,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.S. Obstetrics and Gynecology,GMPH,,26569.0,26569.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. Obstetrics and Gynecology,MC,15872.0,31176.0,31176.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. Obstetrics and Gynecology,MNG,,79287.0,,,,6015000,Non-Inservice,KEA
Father Mullers Medical College,M.S. Obstetrics and Gynecology,NRI,33497.0,91912.0,,,,6015000,Non-Inservice,KEA
Father Mullers Medical College,M.S. Obstetrics and Gynecology,OPN,5049.0,14978.0,,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. Obstetrics and Gynecology,S1G,,67150.0,67150.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.S. Opthalamology,GM,,32801.0,,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.S. Opthalamology,MC,41075.0,67483.0,67483.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. Opthalamology,MNG,,105469.0,105469.0,,,4015000,Non-Inservice,KEA
Father Mullers Medical College,M.S. Opthalamology,OPN,17577.0,46412.0,46412.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. Orthopedics,3BG,,35335.0,35335.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.S. Orthopedics,GM,10006.0,24669.0,24669.0,,,783108,Non-Inservice,KEA
Father Mullers Medical College,M.S. Orthopedics,MC,46527.0,99581.0,100910.0,,,1387994,Non-Inservice,KEA
Father Mullers Medical College,M.S. Orthopedics,MNG,52093.0,103502.0,,,,6015000,Non-Inservice,KEA
Father Mullers Medical College,M.S. Orthopedics,NRI,78451.0,,,,,6015000,Non-Inservice,KEA
Father Mullers Medical College,M.S. Orthopedics,OPN,9667.0,,,,,1387994,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Anaesthesia,2AG,12401.0,29856.0,29856.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Anaesthesia,GM,10865.0,25221.0,26815.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Community Medicine,2AG,76356.0,,,,,68400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Community Medicine,GM,50543.0,,203890.0,,,68400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Community Medicine,S1G,84396.0,,,,,68400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Dermatology,GM,912.0,4228.0,4608.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. General Medicine,1G,1821.0,5938.0,5938.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. General Medicine,2AG,1934.0,3450.0,3450.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. General Medicine,GM,852.0,2548.0,2548.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. General Medicine,PGM,74131.0,74131.0,74131.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Microbiology,S2G,87776.0,,,,,68400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Paediatrics,2AH,,12389.0,12389.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Paediatrics,2BG,5534.0,12532.0,12532.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Paediatrics,GM,2876.0,8593.0,8593.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Paediatrics,S2G,,31526.0,31526.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Pathology,GM,24146.0,60678.0,73757.0,,,68400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Pathology,S1G,,121677.0,121677.0,,,68400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Pathology,S1H,72073.0,,,,,68400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Pharmacology,2AG,61835.0,114347.0,,,,68400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Psychiatry,1G,19548.0,38829.0,38829.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Radio Diagnosis,2AH,2173.0,7712.0,7712.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.D. Radio Diagnosis,S2G,7293.0,17590.0,17590.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. ENT,GM,8961.0,26265.0,26265.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. General Surgery,1G,14236.0,21771.0,32690.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. General Surgery,2AG,7110.0,14119.0,16696.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. General Surgery,STG,46041.0,89611.0,89611.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. Obstetrics and Gynecology,2AG,4985.0,10537.0,10537.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GM,4121.0,10371.0,10371.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. Obstetrics and Gynecology,S1G,22648.0,53338.0,53338.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. Obstetrics and Gynecology,STG,36588.0,53417.0,53417.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. Opthalamology,2BG,17151.0,30875.0,30875.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. Opthalamology,GM,8648.0,24790.0,27066.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. Orthopedics,2AG,11566.0,23146.0,23146.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. Orthopedics,2BG,15522.0,27443.0,27443.0,,,123400,Non-Inservice,KEA
