college,course,category,Round 1,Round 2,Mop-up,Stray,Stray Extended,fees,service_type,counseling
M S Ramaiah Medical College,M.D. Radio Diagnosis,NRI,39394.0,,,,,11540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Diagnosis,OPN,15829.0,26100.0,,,,5540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Diagnosis,S3G,10414.0,10414.0,10414.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Therapy,3AG,28083.0,40328.0,40328.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Therapy,GM,14867.0,28813.0,28813.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Therapy,GMP,36941.0,63314.0,63314.0,,,2540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Therapy,OPN,28813.0,55832.0,55832.0,,,2540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Radio Therapy,STG,106750.0,,,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Respiratory Medicine,GMP,43024.0,93718.0,93718.0,,,4040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Respiratory Medicine,MNG,,127989.0,104302.0,,,7040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Respiratory Medicine,OPN,38505.0,49405.0,49405.0,,,4040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.D. Respiratory Medicine,S1G,,57285.0,57285.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. ENT,1G,,60648.0,,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. ENT,2AG,23044.0,36003.0,36003.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. ENT,GM,11124.0,,,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. ENT,OPN,38791.0,90006.0,90006.0,,,3040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. ENT,S2H,47890.0,87555.0,87555.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. General Surgery,2AG,12071.0,20064.0,20064.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. General Surgery,3AG,12990.0,14004.0,14004.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. General Surgery,GM,,7573.0,7573.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. General Surgery,GMP,42663.0,83323.0,70259.0,,,4540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. General Surgery,GMPH,72285.0,109575.0,109575.0,,,4540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. General Surgery,MNG,61111.0,115541.0,132930.0,,,8040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. General Surgery,NRI,95638.0,,,,,8040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. General Surgery,OPN,39049.0,67669.0,67669.0,,,4540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. General Surgery,S2G,29353.0,45170.0,45170.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Obstetrics and Gynecology,1G,,26143.0,,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Obstetrics and Gynecology,2BG,14933.0,14933.0,17151.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Obstetrics and Gynecology,GM,4242.0,12331.0,12331.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Obstetrics and Gynecology,GMH,6690.0,20740.0,20740.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Obstetrics and Gynecology,GMP,39724.0,62098.0,62098.0,,,5040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Obstetrics and Gynecology,MNG,41211.0,111569.0,112271.0,145475.0,,8040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Obstetrics and Gynecology,NRI,91912.0,,,,,8040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Obstetrics and Gynecology,OPN,29330.0,41211.0,41211.0,,,5040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Opthalamology,GM,10796.0,26123.0,26123.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Opthalamology,GMP,51757.0,118505.0,118505.0,,,4040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Opthalamology,MNG,55404.0,85830.0,85830.0,,,7040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Opthalamology,NRI,99217.0,99217.0,,,,7040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Opthalamology,OPN,35913.0,55404.0,,,,4040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Opthalamology,S1G,47826.0,55925.0,55925.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Orthopedics,2AG,,25508.0,25508.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Orthopedics,3AG,15205.0,23851.0,23851.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Orthopedics,3BG,15167.0,29464.0,33051.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Orthopedics,GM,7539.0,19220.0,19220.0,,,808108,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Orthopedics,GMP,49181.0,78494.0,82569.0,,,4540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Orthopedics,MNG,78494.0,125617.0,170627.0,191980.0,,8040000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Orthopedics,OPN,37006.0,,,,,4540000,Non-Inservice,KEA
M S Ramaiah Medical College,M.S. Orthopedics,STG,52384.0,130143.0,130143.0,,,808108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Anaesthesia,3AG,25330.0,38990.0,53263.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Anaesthesia,GM,,38834.0,38834.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Anaesthesia,GMP,32493.0,76326.0,83478.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Anaesthesia,MA,60022.0,124775.0,133241.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Dermatology,2AG,,17922.0,18726.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Dermatology,GMPH,12889.0,20598.0,27274.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Dermatology,MA,18011.0,18011.0,18011.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Dermatology,MNG,89998.0,,178634.0,,,13015000,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. General Medicine,3AG,7637.0,13516.0,13516.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. General Medicine,GM,5612.0,12011.0,12011.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. General Medicine,GMPH,14648.0,26415.0,26415.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. General Medicine,MA,28568.0,30226.0,30226.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. General Medicine,MNG,98574.0,,213950.0,210640.0,,9015000,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. General Medicine,OPN,5775.0,16414.0,16414.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Paediatrics,3AG,9759.0,18574.0,18574.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Paediatrics,GM,9454.0,17760.0,17760.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Paediatrics,GMP,12469.0,25137.0,25137.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Paediatrics,MA,17818.0,34962.0,37633.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Paediatrics,MNG,102367.0,,,,,8515000,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Pathology,GM,44794.0,75913.0,135180.0,,,207027,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Pathology,GMP,55093.0,,,,,358253,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Pathology,MA,75913.0,,,,,358253,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Pathology,OPN,,95170.0,185251.0,,217679.0,358253,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Psychiatry,GM,,40878.0,40878.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Psychiatry,GMP,37310.0,100802.0,93900.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Psychiatry,MA,46143.0,101615.0,101615.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Psychiatry,MNG,,,151198.0,,,5015000,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Psychiatry,S1G,64989.0,,,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Psychiatry,S2G,,57977.0,57977.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Radio Diagnosis,MA,17155.0,,,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Radio Diagnosis,MNG,118075.0,,,,,13015000,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Radio Diagnosis,OPN,5125.0,12316.0,12316.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.D. Radio Diagnosis,STG,,59374.0,59374.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. ENT,2AG,30510.0,51190.0,60942.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. ENT,GMP,,76354.0,76354.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. ENT,GMPH,50926.0,,,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. ENT,MA,60041.0,102216.0,102216.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. ENT,OPN,29395.0,59836.0,59836.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. General Surgery,GMH,20578.0,38208.0,44651.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. General Surgery,GMP,24705.0,37235.0,,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. General Surgery,MA,37633.0,43915.0,74176.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. General Surgery,MNG,114484.0,,,211966.0,210169.0,7515000,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. General Surgery,OPN,21206.0,35034.0,35034.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. General Surgery,S3G,38237.0,54037.0,61122.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. Obstetrics and Gynecology,GM,,20308.0,20308.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. Obstetrics and Gynecology,MA,32881.0,33022.0,33022.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. Obstetrics and Gynecology,MNG,81088.0,,206364.0,,,8015000,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. Opthalamology,2AG,29721.0,48997.0,48997.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. Opthalamology,GMP,,88150.0,88995.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. Opthalamology,MA,58368.0,,149518.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. Opthalamology,OPN,,,72544.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. Orthopedics,GM,,31106.0,38291.0,,,783108,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. Orthopedics,GMP,,,64420.0,,,1387994,Non-Inservice,KEA
MVJ Medical College and Research Hospital,M.S. Orthopedics,OPN,24726.0,43930.0,55816.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Anaesthesia,3BH,26614.0,47455.0,47455.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Anaesthesia,GM,19608.0,35566.0,39223.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Anaesthesia,GMH,20430.0,44490.0,44490.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Anaesthesia,GMPH,38089.0,104915.0,104915.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Anaesthesia,OPN,29823.0,68225.0,68225.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Anaesthesia,S2G,,66657.0,66657.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Anaesthesia,S2H,51487.0,68798.0,68798.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Anaesthesia,S3G,40219.0,63336.0,68728.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Biochemistry,GM,,,167167.0,,,111015,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Biochemistry,OPN,115178.0,,214465.0,,,187668,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Community Medicine,GM,,,205104.0,,,207027,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Community Medicine,GMH,85420.0,,,,,207027,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Community Medicine,OPN,,,209001.0,,,358253,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Dermatology,1G,,17659.0,17659.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Dermatology,GMPH,6004.0,12889.0,12889.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Dermatology,MNG,81014.0,102733.0,164242.0,,,10515000,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. General Medicine,GM,,8389.0,8389.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. General Medicine,GMH,,9545.0,9545.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. General Medicine,GMPH,11425.0,20430.0,20430.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. General Medicine,MNG,97683.0,137496.0,191658.0,,,9515000,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. General Medicine,NRI,97833.0,,,,,9515000,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. General Medicine,S1H,29378.0,49979.0,49979.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. General Medicine,S2H,,26211.0,26211.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Paediatrics,GM,7861.0,16400.0,16549.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Paediatrics,GMH,9168.0,16549.0,20966.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Paediatrics,GMP,,17818.0,17818.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Paediatrics,GMPH,15553.0,26617.0,26617.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Paediatrics,MNG,97912.0,126118.0,203548.0,,,8015000,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Paediatrics,OPN,12752.0,16748.0,16748.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Paediatrics,S2H,26211.0,37787.0,38458.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Pathology,2AH,51271.0,,,,,207027,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Pathology,GM,,93550.0,93550.0,,,207027,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Pathology,GMH,44490.0,101817.0,101817.0,,,207027,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Pathology,GMP,57927.0,,,,,358253,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Pathology,GMPH,60587.0,,,,,358253,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Pathology,MNG,60027.0,,225674.0,,,715000,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Pathology,OPN,46789.0,,185341.0,,,358253,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Pathology,S3G,80669.0,,,,,207027,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Pharmacology,2AG,111762.0,,,,,207027,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Pharmacology,GM,,,152265.0,,,207027,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Psychiatry,2AH,,86983.0,86983.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Psychiatry,GMPH,35892.0,66200.0,66200.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Radio Diagnosis,2AH,7712.0,9722.0,9722.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Radio Diagnosis,GMH,3227.0,8983.0,3676.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Radio Diagnosis,GMP,7793.0,15571.0,13799.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Radio Diagnosis,GMPH,11631.0,16071.0,16071.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Radio Diagnosis,MNG,89584.0,93855.0,181513.0,,218914.0,10515000,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Radio Diagnosis,OPN,4760.0,11631.0,12758.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.D. Radio Diagnosis,S1G,12089.0,22129.0,22129.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. ENT,GMH,19689.0,46231.0,50954.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. ENT,GMP,35566.0,82230.0,82230.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. ENT,GMPH,50291.0,,,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. General Surgery,2AH,,43674.0,43674.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. General Surgery,GM,8923.0,16313.0,22903.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. General Surgery,GMP,20533.0,33434.0,36339.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. General Surgery,GMPH,23181.0,47225.0,47225.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. General Surgery,MNG,93970.0,,218179.0,181257.0,194058.0,8015000,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. General Surgery,S2H,36153.0,59349.0,59349.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Obstetrics and Gynecology,2BH,18140.0,18140.0,18140.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Obstetrics and Gynecology,GM,,17151.0,16674.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Obstetrics and Gynecology,GMPH,15795.0,29037.0,29037.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Obstetrics and Gynecology,MNG,108589.0,115011.0,183827.0,,,9515000,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Obstetrics and Gynecology,OPN,14185.0,25093.0,25295.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Obstetrics and Gynecology,S2H,,36153.0,36153.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Opthalamology,3AH,,45608.0,86944.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Opthalamology,3BG,19100.0,37971.0,37971.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Opthalamology,3BH,29419.0,43074.0,43074.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Opthalamology,GM,,34373.0,34373.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Opthalamology,GMH,25387.0,37894.0,37894.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Opthalamology,GMP,26631.0,59498.0,59498.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Opthalamology,GMPH,37894.0,73544.0,71149.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Opthalamology,MNG,,,177036.0,,,7015000,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Opthalamology,OPN,25289.0,57417.0,57417.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Orthopedics,2AH,,50395.0,50395.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Orthopedics,GMH,19384.0,32028.0,46382.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Orthopedics,GMP,,40567.0,40567.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Orthopedics,GMPH,29762.0,64905.0,71091.0,,,1387994,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Orthopedics,MNG,113129.0,,212383.0,,,8815000,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Orthopedics,S2G,39933.0,59143.0,59143.0,,,783108,Non-Inservice,KEA
Mahadevappa Rampure Medical College,M.S. Orthopedics,S3H,36877.0,48185.0,54037.0,,,783108,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. Anaesthesia,3AG,11099.0,26373.0,,,,123400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. Anaesthesia,GM,9632.0,22680.0,22680.0,,,123400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. Anaesthesia,GMH,10857.0,26277.0,26277.0,,,123400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. Anaesthesia,S1G,33118.0,57163.0,57163.0,,,123400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. Anaesthesia,STG,,122421.0,122421.0,,,123400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. Anatomy,GM,101236.0,,,,,40900,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. Community Medicine,GM,,54326.0,119237.0,,,68400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. Dermatology,GM,546.0,1040.0,1040.0,,,123400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. Dermatology,S3G,1564.0,12647.0,,,,123400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. Forensic Medicine,GM,45428.0,112688.0,112688.0,,,68400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. General Medicine,2AG,1120.0,2794.0,2794.0,,,123400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. General Medicine,3AG,632.0,2705.0,2705.0,,,123400,Non-Inservice,KEA
Mandya Institute of Medical Sciences,M.D. General Medicine,GM,624.0,2492.0,2492.0,,,123400,Non-Inservice,KEA
