college,course,category,Round 1,Round 2,Round 3,Stray Vacancy
Chinmaya Mission Hospital,M.D. (Obstetrics & Gynaecology),Open,14060.0,15702.0,,
Madurai Medical College,M.D. (Obstetrics & Gynaecology),SC,14091.0,,,
Asansol District Hospital,M.D. (Obstetrics & Gynaecology),Open,14114.0,14298.0,14298.0,
Government Medical College Purnea,M.D. (Obstetrics & Gynaecology),Open,14159.0,,,17373.0
Rajagiri Hospital,M.D. (Obstetrics & Gynaecology),Open,14327.0,,,
Nazareth Hospital,M.D. (Obstetrics & Gynaecology),Open,14373.0,,,
Topiwala National Medical College,M.D. (Obstetrics & Gynaecology),SC,14399.0,,,
Mar Sleeva Medicity Palai,M.D. (Obstetrics & Gynaecology),Open,14422.0,,,
Salem Polyclinic,M.D. (Obstetrics & Gynaecology),Open,14436.0,,,
Care Hospital,M.D. (Obstetrics & Gynaecology),Open,14437.0,15347.0,,18383.0
District Hospital,M.D. (Obstetrics & Gynaecology),OBC,14456.0,,,
Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),SC,14489.0,,,
Burdwan Medical College,M.D. (Obstetrics & Gynaecology),EWS,14521.0,,,
Kamakshi Hospital,M.D. (Obstetrics & Gynaecology),Open,14603.0,14732.0,,
Kims Hospital Kurnool (A Unit Of Kims Hospital Kurnool Pvt Ltd),M.D. (Obstetrics & Gynaecology),Open,14663.0,,,
Fehmicare Hospital,M.D. (Obstetrics & Gynaecology),Open,14681.0,15692.0,,22212.0
Government Head Quarters Hospital,M.D. (Obstetrics & Gynaecology),OBC,14713.0,,,
Princess Durru Shehvar Children`S And General Hospital,M.D. (Obstetrics & Gynaecology),Open,14798.0,,,
Futela Hospital,M.D. (Obstetrics & Gynaecology),Open,14904.0,14672.0,,
G Kuppuswamy Naidu Memorial Hospital,M.D. (Obstetrics & Gynaecology),Open,14952.0,,,
Laxmi Narasimha Hospital,M.D. (Obstetrics & Gynaecology),Open,14984.0,16477.0,,
Sarji Hospital,M.D. (Obstetrics & Gynaecology),Open,15013.0,15066.0,,
Cc Shroff Memorial Hospital (A Unit Of Nandini Ramesh Gandhi Public Charitable,M.D. (Obstetrics & Gynaecology),Open,15057.0,,,
Shifaa Hospital,M.D. (Obstetrics & Gynaecology),Open,15066.0,16631.0,,
Renova Neelima Hospital,M.D. (Obstetrics & Gynaecology),Open,15165.0,,,
Snr District Hospital,M.D. (Obstetrics & Gynaecology),EWS,15200.0,,,
General Hospital,M.D. (Obstetrics & Gynaecology),EWS,15242.0,17979.0,,
Prashanthi Hospital,M.D. (Obstetrics & Gynaecology),Open,15293.0,,,
Sri Ramakrishna Hospital,M.D. (Obstetrics & Gynaecology),Open,15385.0,,,
Kerala Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),Open,15405.0,,,
Gandhi Medical College,M.D. (Obstetrics & Gynaecology),SC,15433.0,,141857.0,
Arokya Hospital,M.D. (Obstetrics & Gynaecology),Open,15474.0,,,
Sandhya Hospital,M.D. (Obstetrics & Gynaecology),Open,15505.0,17602.0,,
Tiruvalla Medical Mission,M.D. (Obstetrics & Gynaecology),Open,15586.0,16948.0,,
Hindustan Aeronautics Hospital,M.D. (Obstetrics & Gynaecology),EWS,15588.0,16400.0,,
Pranaam Hospital,M.D. (Obstetrics & Gynaecology),Open,15708.0,,,
Mydhili Hospital,M.D. (Obstetrics & Gynaecology),Open,15739.0,16959.0,,22458.0
Rajarshee Chhatrapati Shahu Maharaj Government Medical College,M.D. (Obstetrics & Gynaecology),SC,15767.0,,,
Life Line Super Specialty Hospital,M.D. (Obstetrics & Gynaecology),Open,15857.0,,,
Esic Medical College,M.D. (Obstetrics & Gynaecology),SC,15936.0,30672.0,,
Kinder Hospitals,M.D. (Obstetrics & Gynaecology),Open,16002.0,17891.0,,
Naruvi Hospitals,M.D. (Obstetrics & Gynaecology),Open,16007.0,,,23227.0
Cosmopolitan Hospital,M.D. (Obstetrics & Gynaecology),Open,16036.0,17084.0,,
Daya General Hospital,M.D. (Obstetrics & Gynaecology),Open,16385.0,16637.0,,
Dishari Health Point Private Limited,M.D. (Obstetrics & Gynaecology),Open,16497.0,,,22744.0
Malabar Institute Of Medical Sciences Ltd,M.D. (Obstetrics & Gynaecology),Open,16509.0,,,
Pandit Bhagwat Dayal Sharma Post Graduate Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),SC,16511.0,,,
Government Vellore Medical College,M.D. (Obstetrics & Gynaecology),SC,16563.0,,,
Womens Center By Motherhood,M.D. (Obstetrics & Gynaecology),Open,16577.0,,,
Govt Medical College Kottayam,M.D. (Obstetrics & Gynaecology),SC,16579.0,,,
Lakshmi Hospital,M.D. (Obstetrics & Gynaecology),Open,16650.0,17349.0,,
Sree Uthradom Tirunal Hospital,M.D. (Obstetrics & Gynaecology),Open,16789.0,18122.0,,21087.0
Ernakulam Medical Centre,M.D. (Obstetrics & Gynaecology),Open,16947.0,,,
Paalana Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),Open,16961.0,,,
Tomo Riba Institute Of Health And Medical Sciences,M.D. (Obstetrics & Gynaecology),EWS,17064.0,,,
Jawaharlal Nehru Medical College,M.D. (Obstetrics & Gynaecology),SC,17244.0,,,
Dr K M Cherian Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),Open,17296.0,,,
Prs Hospital,M.D. (Obstetrics & Gynaecology),Open,17326.0,18330.0,,
M. K. Haji Orphanage Hospital,M.D. (Obstetrics & Gynaecology),Open,17334.0,,,
Government Medical College Purnea,M.D. (Obstetrics & Gynaecology),EWS,17400.0,,,
Walsh S.D.H.,M.D. (Obstetrics & Gynaecology),EWS,17608.0,24061.0,,
Rajiv Gandhi Government Women And Children Hospital,M.D. (Obstetrics & Gynaecology),EWS,17796.0,,,
Kakatiya Medical College,M.D. (Obstetrics & Gynaecology),SC,17839.0,19255.0,20904.0,
Gandhi Medical College,M.D. (Obstetrics & Gynaecology),ST,18009.0,,,
Medical College,M.D. (Obstetrics & Gynaecology),SC,18065.0,16464.0,33610.0,
Guntur Medical College,M.D. (Obstetrics & Gynaecology),SC,18124.0,20653.0,22215.0,
Siddhartha Medical College,M.D. (Obstetrics & Gynaecology),SC,18243.0,22786.0,24058.0,
Mahatma Gandhi Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),SC,18704.0,,27064.0,
Coimbatore Medical College,M.D. (Obstetrics & Gynaecology),SC,19179.0,,30825.0,
Govt. Medical College,M.D. (Obstetrics & Gynaecology),SC,19193.0,32777.0,147147.0,
Srirama Chandra Bhanja Medical College,M.D. (Obstetrics & Gynaecology),ST,19329.0,,,
K.A.P.Viswanatham Government Medical College,M.D. (Obstetrics & Gynaecology),SC,19338.0,,,
King Georges Medical University,M.D. (Obstetrics & Gynaecology),SC,19417.0,,,
Calcutta National Medical College,M.D. (Obstetrics & Gynaecology),SC,19489.0,,,
Thanjavur Medical College,M.D. (Obstetrics & Gynaecology),SC,19501.0,,,
Government Medical College Patiala.,M.D. (Obstetrics & Gynaecology),SC,19609.0,,33259.0,41284.0
Rims Medical College,M.D. (Obstetrics & Gynaecology),SC,19649.0,27690.0,,
Gulbarga Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),SC,19752.0,,29444.0,
Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital,M.D. (Obstetrics & Gynaecology),SC,19952.0,,,
Pt. Jawahar Lal Nehru Memorial Medical College,M.D. (Obstetrics & Gynaecology),SC,20356.0,,,
Sawai Man Singh Medical College,M.D. (Obstetrics & Gynaecology),SC,20522.0,,,
Bidar Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),SC,20596.0,,,
Maulana Azad Medical College,M.D. (Obstetrics & Gynaecology),ST,20625.0,,,
Srirama Chandra Bhanja Medical College,M.D. (Obstetrics & Gynaecology),SC,20726.0,,,
Rajiv Gandhi Institute Of Medical Sciences Srikakulam,M.D. (Obstetrics & Gynaecology),SC,21085.0,,,
Netaji Subhash Chandra Bose Medical College,M.D. (Obstetrics & Gynaecology),SC,21151.0,,,
Goa Medical College,M.D. (Obstetrics & Gynaecology),SC,21475.0,26602.0,,
Bangalore Medical College And Research Institute,M.D. (Obstetrics & Gynaecology),ST,21895.0,,,
Pgimer,M.D. (Obstetrics & Gynaecology),OBC,21954.0,3321.0,,
Acsr Government Medical College,M.D. (Obstetrics & Gynaecology),SC,22215.0,,,
Ganesh Shankar Vidyarthi Memorial Medical College,M.D. (Obstetrics & Gynaecology),SC,22305.0,,,
Government Medical College,M.D. (Obstetrics & Gynaecology),SC,22384.0,28713.0,33874.0,40836.0
Dr. Sampurnanand Medical College (Snmc),M.D. (Obstetrics & Gynaecology),SC,22432.0,,30585.0,35337.0
Govt. Medical College And Hospital,M.D. (Obstetrics & Gynaecology),ST,22456.0,,,
Sarojini Naidu Medical College,M.D. (Obstetrics & Gynaecology),SC,22492.0,27082.0,30232.0,
Government Thiruvannamalai Medical College,M.D. (Obstetrics & Gynaecology),SC,22651.0,,,
Pgimer,M.D. (Obstetrics & Gynaecology),ST,22768.0,26544.0,,
Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),ST,22789.0,,,
Darbhanga Medical College,M.D. (Obstetrics & Gynaecology),SC,22900.0,,37085.0,
Dr. Shankarrao Chavan Government Medical College,M.D. (Obstetrics & Gynaecology),SC,22972.0,,,
Gajra Raja Medical College Gwalior,M.D. (Obstetrics & Gynaecology),SC,22988.0,,,
Govt. Doon Medical College,M.D. (Obstetrics & Gynaecology),SC,23154.0,30232.0,30811.0,40651.0
King Georges Medical University,M.D. (Obstetrics & Gynaecology),ST,23485.0,,,
Government Sivagangai Medical College And Hospital,M.D. (Obstetrics & Gynaecology),SC,23531.0,,33954.0,45147.0
Govt Medical College,M.D. (Obstetrics & Gynaecology),SC,23609.0,25776.0,28713.0,
Kanyakumari Government Medical College,M.D. (Obstetrics & Gynaecology),SC,23722.0,,,
Government Medical College Kota,M.D. (Obstetrics & Gynaecology),SC,23833.0,,29188.0,
Government Medical College Kadapa (Formerly Rajiv Gandhi,M.D. (Obstetrics & Gynaecology),SC,24058.0,,,
Mahatma Gandhi Memorial Medical College,M.D. (Obstetrics & Gynaecology),ST,24300.0,,,
B. J. Medical College,M.D. (Obstetrics & Gynaecology),ST,24388.0,31000.0,,
Burdwan Medical College,M.D. (Obstetrics & Gynaecology),SC,24439.0,,,
Murshidabad Medical College And Hospital,M.D. (Obstetrics & Gynaecology),SC,24448.0,,,
Indira Gandhi Medical College And Research Institute,M.D. (Obstetrics & Gynaecology),SC,24554.0,,,
Jawahar Lal Nehru Medical College,M.D. (Obstetrics & Gynaecology),SC,24612.0,,30961.0,35949.0
Seth Gordhandas Sunderdas Medical College,M.D. (Obstetrics & Gynaecology),ST,24630.0,,,
Sri Bhausaheb Hire Government Medical College,M.D. (Obstetrics & Gynaecology),SC,24834.0,,31995.0,
Mahatma Gandhi Memorial Medical College,M.D. (Obstetrics & Gynaecology),SC,24871.0,,,
Hindu Rao Hospital,M.D. (Obstetrics & Gynaecology),SC,25024.0,,,
Jhalawar Medical College,M.D. (Obstetrics & Gynaecology),SC,25225.0,,33978.0,
College Of Medicine & Sagore Dutta Hospital,M.D. (Obstetrics & Gynaecology),SC,25569.0,,38453.0,
Pgimer,M.D. (Obstetrics & Gynaecology),SC,25601.0,,,
Esi-Post Graduate Institute Of Medical Sciences And Research,M.D. (Obstetrics & Gynaecology),OBC,25821.0,,,39900.0
Lokmanya Tilak Medical College Mumbai,M.D. (Obstetrics & Gynaecology),ST,26120.0,,,
Malda Medical College,M.D. (Obstetrics & Gynaecology),SC,26432.0,34912.0,38100.0,
Sawai Man Singh Medical College,M.D. (Obstetrics & Gynaecology),ST,26544.0,,20774.0,
Assam Medical College,M.D. (Obstetrics & Gynaecology),SC,26638.0,33219.0,,
Swami Dayanand Hospital,M.D. (Obstetrics & Gynaecology),SC,26714.0,,,
Govt. Medical College,M.D. (Obstetrics & Gynaecology),ST,27021.0,43559.0,58101.0,
Osmania Medical Collge,M.D. (Obstetrics & Gynaecology),ST,27069.0,27587.0,32103.0,
Assam Medical College,M.D. (Obstetrics & Gynaecology),ST,27478.0,45458.0,46480.0,
Anugrah Narayan Magadh Medical College,M.D. (Obstetrics & Gynaecology),SC,27644.0,,,
Chittaranjan Seva Sadan Hospital,M.D. (Obstetrics & Gynaecology),SC,27711.0,,36960.0,
Topiwala National Medical College,M.D. (Obstetrics & Gynaecology),ST,27766.0,,,
B.J.Government Medical College,M.D. (Obstetrics & Gynaecology),ST,27974.0,,,
Kakatiya Medical College,M.D. (Obstetrics & Gynaecology),ST,28082.0,20955.0,,
Hindu Rao Hospital,M.D. (Obstetrics & Gynaecology),ST,28219.0,,,
Dr. Sampurnanand Medical College (Snmc),M.D. (Obstetrics & Gynaecology),ST,28405.0,,,
District Hospital,M.D. (Obstetrics & Gynaecology),SC,28836.0,32196.0,,
Esic Dental College And Hospital,M.D. (Obstetrics & Gynaecology),SC,28948.0,,,
Deen Dayal Upadhyay Hospital,M.D. (Obstetrics & Gynaecology),ST,29652.0,46486.0,,
Jawahar Lal Nehru Medical College,M.D. (Obstetrics & Gynaecology),ST,29679.0,,37700.0,
Maharaja Krushna Chandra Gajapati Medical College,M.D. (Obstetrics & Gynaecology),ST,30072.0,,,
Govt. Medical College,M.D. (Obstetrics & Gynaecology),ST,30241.0,38219.0,47288.0,60754.0
Gmers Medical College And Hospital,M.D. (Obstetrics & Gynaecology),SC,30383.0,,,
Namo Medical Education And Research Institute,M.D. (Obstetrics & Gynaecology),SC,31068.0,,40184.0,57287.0
Government Medical College,M.D. (Obstetrics & Gynaecology),ST,31204.0,54415.0,53808.0,
Gandhi Medical College,M.D. (Obstetrics & Gynaecology),ST,31912.0,36117.0,,
Indira Gandhi Govt.Medical College Nagpur,M.D. (Obstetrics & Gynaecology),ST,32452.0,,,
Govt Medical College Kottayam,M.D. (Obstetrics & Gynaecology),ST,32893.0,,,
Gajra Raja Medical College Gwalior,M.D. (Obstetrics & Gynaecology),ST,33145.0,,,
J.L.N. Main Hospital And Research Centre,M.D. (Obstetrics & Gynaecology),SC,33263.0,,,
Sarojini Naidu Medical College,M.D. (Obstetrics & Gynaecology),ST,33907.0,40546.0,51472.0,
Madras Medical College,M.D. (Obstetrics & Gynaecology),ST,33961.0,,,
Rajiv Gandhi Institute Of Medical Sciences Srikakulam,M.D. (Obstetrics & Gynaecology),ST,34199.0,,,
Stanley Medical College,M.D. (Obstetrics & Gynaecology),ST,34201.0,,,
Esic Medical College & Hospital,M.D. (Obstetrics & Gynaecology),ST,34473.0,,,
Government Head Quarters Hospital,M.D. (Obstetrics & Gynaecology),SC,34888.0,,,
Ganesh Shankar Vidyarthi Memorial Medical College,M.D. (Obstetrics & Gynaecology),ST,35231.0,,,
Govt. Medical College Akola,M.D. (Obstetrics & Gynaecology),ST,36117.0,,50196.0,
Rampurhat Govt. Medical College And Hospital,M.D. (Obstetrics & Gynaecology),SC,36918.0,,,
Kalpana Chawla Govt Medical College,M.D. (Obstetrics & Gynaecology),ST,37780.0,,,
Govt. Medical College (Maharani Hospital),M.D. (Obstetrics & Gynaecology),SC,37930.0,,,
Government Medical College Kozhikode,M.D. (Obstetrics & Gynaecology),ST,38213.0,,,
South Eastern Railways Central Hospital,M.D. (Obstetrics & Gynaecology),SC,39040.0,,,
Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College,M.D. (Obstetrics & Gynaecology),SC,39155.0,,,
Govt. Doon Medical College,M.D. (Obstetrics & Gynaecology),ST,39236.0,43732.0,50137.0,
Sri Bhausaheb Hire Government Medical College,M.D. (Obstetrics & Gynaecology),ST,39804.0,,,
J.L.N. Main Hospital And Research Centre,M.D. (Obstetrics & Gynaecology),ST,40044.0,,,
Calcutta National Medical College,M.D. (Obstetrics & Gynaecology),ST,40319.0,,62819.0,
Govt Medical College,M.D. (Obstetrics & Gynaecology),ST,40807.0,44521.0,,62609.0
Coimbatore Medical College,M.D. (Obstetrics & Gynaecology),ST,41874.0,,60086.0,
Esi-Post Graduate Institute Of Medical Sciences And Research,M.D. (Obstetrics & Gynaecology),SC,42209.0,,,
Madurai Medical College,M.D. (Obstetrics & Gynaecology),ST,43559.0,,19244.0,
Bidar Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),ST,43654.0,,,
Chittaranjan Seva Sadan Hospital,M.D. (Obstetrics & Gynaecology),ST,43818.0,,,
Ipgme&R And Sskm Hospital Kolkata,M.D. (Obstetrics & Gynaecology),ST,45458.0,,,
Bokaro General Hospital,M.D. (Obstetrics & Gynaecology),ST,45705.0,,,
Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College,M.D. (Obstetrics & Gynaecology),ST,46065.0,,56635.0,65546.0
Government Kilpauk Medical College,M.D. (Obstetrics & Gynaecology),ST,46106.0,,58038.0,
Medical College,M.D. (Obstetrics & Gynaecology),ST,46404.0,,63247.0,
Thanjavur Medical College,M.D. (Obstetrics & Gynaecology),ST,47288.0,,62419.0,
General Hospital,M.D. (Obstetrics & Gynaecology),ST,47555.0,,,
Government Mohan Kumaramangalam Medical College,M.D. (Obstetrics & Gynaecology),ST,48090.0,,59046.0,
Kanyakumari Government Medical College,M.D. (Obstetrics & Gynaecology),ST,49179.0,,,
Esic Medical College,M.D. (Obstetrics & Gynaecology),ST,50168.0,50686.0,,
College Of Medicine & Sagore Dutta Hospital,M.D. (Obstetrics & Gynaecology),ST,50317.0,,,
Esi-Post Graduate Institute Of Medical Sciences And Research,M.D. (Obstetrics & Gynaecology),ST,52375.0,,,
King Georges Medical University,M.D. (Obstetrics & Gynaecology),Open,52951.0,,,
Suri Sadar Hospital,M.D. (Obstetrics & Gynaecology),ST,55334.0,71623.0,,
Lady Hardinge Medical College,M.D. (Obstetrics & Gynaecology),Open,55851.0,,,
Topiwala National Medical College,M.D. (Obstetrics & Gynaecology),Open,59619.0,,,
Sawai Man Singh Medical College,M.D. (Obstetrics & Gynaecology),Open,73746.0,,167219.0,
Dr. Shankarrao Chavan Government Medical College,M.D. (Obstetrics & Gynaecology),Open,80505.0,,,
Pandit Bhagwat Dayal Sharma Post Graduate Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),Open,82434.0,,,
Osmania Medical Collge,M.D. (Obstetrics & Gynaecology),Open,93384.0,4677.0,5071.0,
Sawai Man Singh Medical College,M.D. (Obstetrics & Gynaecology),OBC,113644.0,,,
Ipgme&R And Sskm Hospital Kolkata,M.D. (Obstetrics & Gynaecology),OBC,125382.0,,177048.0,190318.0
Gandhi Medical College,M.D. (Obstetrics & Gynaecology),OBC,129741.0,,,
Acsr Government,M.D. (Obstetrics & Gynaecology),OBC,,11293.0,,
Acsr Government,M.D. (Obstetrics & Gynaecology),Open,,9395.0,,
Acsr Government,M.D. (Obstetrics & Gynaecology),SC,,26638.0,,
Acsr Government Medical,M.D. (Obstetrics & Gynaecology),OBC,,,13075.0,
Acsr Government Medical,M.D. (Obstetrics & Gynaecology),Open,,,12187.0,
Acsr Government Medical,M.D. (Obstetrics & Gynaecology),SC,,,30458.0,
Ankura Hospital For,M.D. (Obstetrics & Gynaecology),Open,,15641.0,,
Aster Hospital,M.D. (Obstetrics & Gynaecology),Open,,15147.0,,
Agartala Government Medical,M.D. (Obstetrics & Gynaecology),Open,,10904.0,,
Agartala Government Medical College,M.D. (Obstetrics & Gynaecology),EWS,,,19003.0,
Ankura Hospital For Women And,M.D. (Obstetrics & Gynaecology),Open,,15759.0,,
Apollo Adlux Hospital ( A Unit Of,M.D. (Obstetrics & Gynaecology),Open,,16652.0,,
Asian Institute Of Medical,M.D. (Obstetrics & Gynaecology),Open,,12003.0,,
Associated Hospital,M.D. (Obstetrics & Gynaecology),OBC,,16577.0,,
Associated Hospital Government Medical College,M.D. (Obstetrics & Gynaecology),OBC,,,,29070.0
Associated Hospital Govt.,M.D. (Obstetrics & Gynaecology),SC,,37486.0,,
Atal Bihari Vajpayee,M.D. (Obstetrics & Gynaecology),EWS,,11313.0,,
Autonomous State Medical,M.D. (Obstetrics & Gynaecology),OBC,,11942.0,,
B.J.Government Medical,M.D. (Obstetrics & Gynaecology),OBC,,5588.0,,
B.J.Government Medical,M.D. (Obstetrics & Gynaecology),SC,,15767.0,,
Belagavi Institute Of,M.D. (Obstetrics & Gynaecology),OBC,,8563.0,,
Belagavi Institute Of,M.D. (Obstetrics & Gynaecology),Open,,7660.0,,
Bidar Institute Of,M.D. (Obstetrics & Gynaecology),EWS,,12052.0,,
Bidar Institute Of,M.D. (Obstetrics & Gynaecology),OBC,,10371.0,,
Bidar Institute Of,M.D. (Obstetrics & Gynaecology),SC,,20596.0,,
Baba Raghav Das Medical,M.D. (Obstetrics & Gynaecology),EWS,,11920.0,,
Baba Raghav Das Medical,M.D. (Obstetrics & Gynaecology),OBC,,10635.0,,
Baba Raghav Das Medical,M.D. (Obstetrics & Gynaecology),SC,,27644.0,,
Baba Raghav Das Medical College,M.D. (Obstetrics & Gynaecology),OBC,,,154416.0,
Bangalore Medical College And,M.D. (Obstetrics & Gynaecology),EWS,,2771.0,,
Bangalore Medical College And Research,M.D. (Obstetrics & Gynaecology),EWS,,,4904.0,
Bangalore Medical College And Research,M.D. (Obstetrics & Gynaecology),OBC,,,5035.0,
Bankura Sammilani Medical,M.D. (Obstetrics & Gynaecology),EWS,,18281.0,,
Bankura Sammilani Medical,M.D. (Obstetrics & Gynaecology),OBC,,14456.0,,
Bankura Sammilani Medical,M.D. (Obstetrics & Gynaecology),Open,,9850.0,,
Bankura Sammilani Medical,M.D. (Obstetrics & Gynaecology),SC,,32909.0,,
Bankura Sammilani Medical College,M.D. (Obstetrics & Gynaecology),Open,,,11552.0,
Bhagat Phool Singh Govt.,M.D. (Obstetrics & Gynaecology),Open,,8713.0,,
Bharat Ratna Late Shri Atal,M.D. (Obstetrics & Gynaecology),SC,,33029.0,,
Bharatratna Dr. Babasaheb,M.D. (Obstetrics & Gynaecology),Open,,9885.0,,
Calcutta National,M.D. (Obstetrics & Gynaecology),EWS,,15905.0,,
Calcutta National,M.D. (Obstetrics & Gynaecology),OBC,,13624.0,,
Calcutta National,M.D. (Obstetrics & Gynaecology),Open,,5075.0,,
Calcutta National,M.D. (Obstetrics & Gynaecology),ST,,51404.0,,
Cc Shroff Memorial Hospital (A,M.D. (Obstetrics & Gynaecology),Open,,15588.0,,
Chengalpattu Medical,M.D. (Obstetrics & Gynaecology),OBC,,9148.0,,
Chengalpattu Medical,M.D. (Obstetrics & Gynaecology),Open,,8667.0,,
Chhattisgarh Institute,M.D. (Obstetrics & Gynaecology),OBC,,11882.0,,
Coimbatore Medical,M.D. (Obstetrics & Gynaecology),OBC,,6997.0,,
Coimbatore Medical,M.D. (Obstetrics & Gynaecology),Open,,6852.0,,
Coimbatore Medical,M.D. (Obstetrics & Gynaecology),SC,,24105.0,,
Coimbatore Medical,M.D. (Obstetrics & Gynaecology),ST,,50137.0,,
Chamarajanagar Institute Of,M.D. (Obstetrics & Gynaecology),OBC,,10018.0,,
Chamarajanagar Institute Of,M.D. (Obstetrics & Gynaecology),Open,,9927.0,,
Chittaranjan Seva Sadan,M.D. (Obstetrics & Gynaecology),OBC,,14299.0,,
Chittaranjan Seva Sadan,M.D. (Obstetrics & Gynaecology),Open,,8301.0,,
Chittaranjan Seva Sadan,M.D. (Obstetrics & Gynaecology),SC,,33412.0,,
Chittaranjan Seva Sadan,M.D. (Obstetrics & Gynaecology),ST,,57209.0,,
Choithram Hospital And,M.D. (Obstetrics & Gynaecology),Open,,12956.0,,
Civil Hospital Kapurthala,M.D. (Obstetrics & Gynaecology),EWS,,17796.0,,
College Of Medicine & Sagore,M.D. (Obstetrics & Gynaecology),SC,,33351.0,,
College Of Medicine & Sagore,M.D. (Obstetrics & Gynaecology),ST,,58481.0,,
Credence Hospital,M.D. (Obstetrics & Gynaecology),Open,,18726.0,,
Darbhanga Medical,M.D. (Obstetrics & Gynaecology),EWS,,11359.0,,
Darbhanga Medical,M.D. (Obstetrics & Gynaecology),OBC,,10191.0,,
Darbhanga Medical,M.D. (Obstetrics & Gynaecology),Open,,9356.0,,
Darbhanga Medical,M.D. (Obstetrics & Gynaecology),SC,,30585.0,,
Dishari Health Point,M.D. (Obstetrics & Gynaecology),Open,,16509.0,,
Dr K M Cherian Institute,M.D. (Obstetrics & Gynaecology),Open,,17741.0,,
Dr. Shankarrao Chavan,M.D. (Obstetrics & Gynaecology),OBC,,8984.0,,
Dr. Shankarrao Chavan,M.D. (Obstetrics & Gynaecology),Open,,7587.0,,
Dr. Shankarrao Chavan Government Medical,M.D. (Obstetrics & Gynaecology),Open,,,10564.0,
Dr. Shankarrao Chavan Government Medical,M.D. (Obstetrics & Gynaecology),SC,,,27620.0,
District Head Quarters Hospital,M.D. (Obstetrics & Gynaecology),OBC,,14681.0,,
Dr Ram Manohar Lohia Institute,M.D. (Obstetrics & Gynaecology),OBC,,4090.0,,
Dr. B L Kapur Memorial,M.D. (Obstetrics & Gynaecology),Open,,12331.0,,
Dr. B.R. Ambedkar State,M.D. (Obstetrics & Gynaecology),SC,,35340.0,,
Dr. Rajendra Prasad,M.D. (Obstetrics & Gynaecology),OBC,,13433.0,,
Dr. Rajendra Prasad,M.D. (Obstetrics & Gynaecology),Open,,6816.0,,
Dr. Rajendra Prasad Government Medical College,M.D. (Obstetrics & Gynaecology),SC,,,37899.0,
Dr. Rajendra Prasad Government Medical College,M.D. (Obstetrics & Gynaecology),ST,,,65841.0,67848.0
Dr. Rangarajan Memorial,M.D. (Obstetrics & Gynaecology),Open,,14680.0,,
Dr. Sampurnanand Medical,M.D. (Obstetrics & Gynaecology),Open,,6616.0,,
Dr. Sampurnanand Medical,M.D. (Obstetrics & Gynaecology),SC,,26249.0,,
Dr. Sampurnanand Medical,M.D. (Obstetrics & Gynaecology),ST,,35223.0,,
Dr.V.M.Govt.Medical,M.D. (Obstetrics & Gynaecology),OBC,,7595.0,,
Dr.V.M.Govt.Medical,M.D. (Obstetrics & Gynaecology),Open,,6802.0,,
Dr.V.M.Govt.Medical,M.D. (Obstetrics & Gynaecology),SC,,22384.0,,
Dr.V.M.Govt.Medical,M.D. (Obstetrics & Gynaecology),ST,,41849.0,,
Dr.V.M.Govt.Medical College,M.D. (Obstetrics & Gynaecology),OBC,,,8896.0,
Dr.V.M.Govt.Medical College,M.D. (Obstetrics & Gynaecology),ST,,,50396.0,
Employees State,M.D. (Obstetrics & Gynaecology),EWS,,10061.0,,
Employees State,M.D. (Obstetrics & Gynaecology),Open,,5167.0,,
Employees State Insurance Corporation,M.D. (Obstetrics & Gynaecology),OBC,,,11289.0,
Employees State Insurance Corporation,M.D. (Obstetrics & Gynaecology),Open,,,6324.0,
Esi-Post Graduate,M.D. (Obstetrics & Gynaecology),EWS,,6943.0,,
Esi-Post Graduate,M.D. (Obstetrics & Gynaecology),OBC,,26665.0,,
Esic Dental College And,M.D. (Obstetrics & Gynaecology),SC,,30025.0,,
Esic Hospital,M.D. (Obstetrics & Gynaecology),SC,,32621.0,,
Esic Medical College,M.D. (Obstetrics & Gynaecology),OBC,,7441.0,,
Esic Medical College &,M.D. (Obstetrics & Gynaecology),SC,,25247.0,,
Esic Model Hospital,M.D. (Obstetrics & Gynaecology),EWS,,13959.0,,
Edappal Hospital,M.D. (Obstetrics & Gynaecology),Open,,15403.0,,
Employees' State Insurance,M.D. (Obstetrics & Gynaecology),Open,,8057.0,,
Fakhruddin Ali Ahmed Medical,M.D. (Obstetrics & Gynaecology),OBC,,14529.0,,
Fakhruddin Ali Ahmed Medical,M.D. (Obstetrics & Gynaecology),SC,,37552.0,,
Fakhruddin Ali Ahmed Medical College,M.D. (Obstetrics & Gynaecology),Open,,,12739.0,
