college,course,category,Round 1,Round 2,Round 3,Stray Vacancy
Fakhruddin Ali Ahmed Medical College,M.D. (Obstetrics & Gynaecology),SC,,,35632.0,
Fernandez Hospital,M.D. (Obstetrics & Gynaecology),Open,,13943.0,,
G Kuppuswamy Naidu,M.D. (Obstetrics & Gynaecology),Open,,15708.0,,
Gadag Institute Of,M.D. (Obstetrics & Gynaecology),OBC,,9586.0,,
Gadag Institute Of,M.D. (Obstetrics & Gynaecology),Open,,9481.0,,
Gadag Institute Of,M.D. (Obstetrics & Gynaecology),SC,,22016.0,,
Gadag Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),OBC,,,10981.0,
Gadag Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),Open,,,8573.0,
Gadag Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),SC,,,31336.0,
Gajra Raja Medical,M.D. (Obstetrics & Gynaecology),OBC,,10160.0,,
Gajra Raja Medical,M.D. (Obstetrics & Gynaecology),Open,,6234.0,,
Gg Hospital,M.D. (Obstetrics & Gynaecology),Open,,17830.0,,
Gmers Medical And,M.D. (Obstetrics & Gynaecology),OBC,,13272.0,,
Gmers Medical College And,M.D. (Obstetrics & Gynaecology),Open,,11778.0,,
Gmers Medical College And,M.D. (Obstetrics & Gynaecology),SC,,28836.0,,
Goverment Medical,M.D. (Obstetrics & Gynaecology),EWS,,17064.0,,
Goverment Medical College,M.D. (Obstetrics & Gynaecology),EWS,,,14683.0,26084.0
Government,M.D. (Obstetrics & Gynaecology),Open,,9705.0,,
Government Dharmapuri,M.D. (Obstetrics & Gynaecology),OBC,,10646.0,,
Government Dharmapuri,M.D. (Obstetrics & Gynaecology),Open,,9613.0,,
Government Medical,M.D. (Obstetrics & Gynaecology),EWS,,10994.0,,
Government Medical,M.D. (Obstetrics & Gynaecology),OBC,,9554.0,,
Government Medical,M.D. (Obstetrics & Gynaecology),Open,,9843.0,,
Government Medical,M.D. (Obstetrics & Gynaecology),SC,,27670.0,,
Government Medical College,M.D. (Obstetrics & Gynaecology),OBC,,,13272.0,
Government Medical College,M.D. (Obstetrics & Gynaecology),Open,,,10204.0,
Government Medical College,M.D. (Obstetrics & Gynaecology),ST,,,47359.0,
Government Medical College -,M.D. (Obstetrics & Gynaecology),Open,,,8255.0,
Government Medical College Kadapa,M.D. (Obstetrics & Gynaecology),OBC,,,13128.0,
Government Medical College Kadapa,M.D. (Obstetrics & Gynaecology),Open,,,11488.0,
Government Medical College Kadapa,M.D. (Obstetrics & Gynaecology),SC,,,31904.0,
Government Vellore,M.D. (Obstetrics & Gynaecology),OBC,,9301.0,,
Government Vellore,M.D. (Obstetrics & Gynaecology),Open,,8669.0,,
Government Vellore,M.D. (Obstetrics & Gynaecology),SC,,26621.0,,
Government Vellore Medical,M.D. (Obstetrics & Gynaecology),OBC,,,12481.0,
Government Vellore Medical,M.D. (Obstetrics & Gynaecology),Open,,,11542.0,
Government Vellore Medical,M.D. (Obstetrics & Gynaecology),SC,,,29119.0,
Government Villupuram,M.D. (Obstetrics & Gynaecology),OBC,,9296.0,,
Government Villupuram,M.D. (Obstetrics & Gynaecology),Open,,8800.0,,
Govt Medical,M.D. (Obstetrics & Gynaecology),Open,,6186.0,,
Govt Medical,M.D. (Obstetrics & Gynaecology),SC,,19501.0,,
Govt Medical,M.D. (Obstetrics & Gynaecology),ST,,44606.0,,
Govt. Medical College,M.D. (Obstetrics & Gynaecology),EWS,,,16323.0,
Ganesh Shankar Vidyarthi,M.D. (Obstetrics & Gynaecology),OBC,,10470.0,,
Ganesh Shankar Vidyarthi,M.D. (Obstetrics & Gynaecology),Open,,5692.0,,
Ganesh Shankar Vidyarthi,M.D. (Obstetrics & Gynaecology),SC,,25377.0,,
Ganesh Shankar Vidyarthi Memorial Medical,M.D. (Obstetrics & Gynaecology),ST,,,43818.0,
Gauhati Medical College,M.D. (Obstetrics & Gynaecology),OBC,,12091.0,14658.0,
Gauhati Medical College,M.D. (Obstetrics & Gynaecology),ST,,40304.0,,
General Hospital,M.D. (Obstetrics & Gynaecology),Open,,12104.0,,
Gheesibai Memorial Mittal,M.D. (Obstetrics & Gynaecology),Open,,13677.0,,
Government  Medical College,M.D. (Obstetrics & Gynaecology),EWS,,,12049.0,
Government Head Quarters,M.D. (Obstetrics & Gynaecology),OBC,,14450.0,,
Government Head Quarters,M.D. (Obstetrics & Gynaecology),SC,,36056.0,,
Government Institute Of Medical,M.D. (Obstetrics & Gynaecology),EWS,,12078.0,,
Government Kilpauk Medical,M.D. (Obstetrics & Gynaecology),EWS,,13957.0,,
Government Kilpauk Medical,M.D. (Obstetrics & Gynaecology),ST,,42371.0,,
Government Medical College,M.D. (Obstetrics & Gynaecology),Open,,10548.0,,
Government Medical,M.D. (Obstetrics & Gynaecology),OBC,,9679.0,,
Government Medical,M.D. (Obstetrics & Gynaecology),Open,,8844.0,,
Government Medical,M.D. (Obstetrics & Gynaecology),SC,,25877.0,,
Government Medical College Srinagar,M.D. (Obstetrics & Gynaecology),EWS,,,17584.0,
Government Medical College Srinagar,M.D. (Obstetrics & Gynaecology),OBC,,,16271.0,
Government Medical College Srinagar,M.D. (Obstetrics & Gynaecology),Open,,,6520.0,
Government Medical College Suryapet,M.D. (Obstetrics & Gynaecology),Open,,,10621.0,
Government Mohan,M.D. (Obstetrics & Gynaecology),ST,,50396.0,,
Government Multi Specialty,M.D. (Obstetrics & Gynaecology),Open,,7839.0,,
Government Sivagangai,M.D. (Obstetrics & Gynaecology),OBC,,10572.0,,
Government Sivagangai,M.D. (Obstetrics & Gynaecology),Open,,10327.0,,
Government T D Medical,M.D. (Obstetrics & Gynaecology),OBC,,6400.0,,
Government T D Medical,M.D. (Obstetrics & Gynaecology),Open,,6391.0,,
Government Thiruvannamalai,M.D. (Obstetrics & Gynaecology),OBC,,10770.0,,
Government Thiruvannamalai,M.D. (Obstetrics & Gynaecology),Open,,9833.0,,
Government Medical College,M.D. (Obstetrics & Gynaecology),OBC,,11780.0,,
Government Medical College,M.D. (Obstetrics & Gynaecology),Open,,5275.0,,
Government Medical College,M.D. (Obstetrics & Gynaecology),SC,,27144.0,,
Govt. Bundelkhand Medical,M.D. (Obstetrics & Gynaecology),EWS,,13073.0,,
Govt. Bundelkhand Medical,M.D. (Obstetrics & Gynaecology),OBC,,11560.0,,
Govt. Bundelkhand Medical College Sagar M.P.,M.D. (Obstetrics & Gynaecology),OBC,,,12566.0,16069.0
Govt. Bundelkhand Medical College Sagar M.P.,M.D. (Obstetrics & Gynaecology),Open,,,9293.0,
Govt. Medical College Akola,M.D. (Obstetrics & Gynaecology),SC,,,137497.0,
Grant Medical College,M.D. (Obstetrics & Gynaecology),EWS,,6462.0,,
Grant Medical College,M.D. (Obstetrics & Gynaecology),Open,,2657.0,16625.0,
Grant Medical College,M.D. (Obstetrics & Gynaecology),ST,,,34650.0,
Gulbarga Institute Of Medical,M.D. (Obstetrics & Gynaecology),OBC,,10114.0,,
Gulbarga Institute Of Medical,M.D. (Obstetrics & Gynaecology),Open,,9488.0,,
Gulbarga Institute Of Medical,M.D. (Obstetrics & Gynaecology),SC,,22202.0,,
Gulbarga Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),OBC,,,11880.0,
Guru Gobind Singh Medical,M.D. (Obstetrics & Gynaecology),OBC,,10401.0,,
Guru Gobind Singh Medical,M.D. (Obstetrics & Gynaecology),Open,,5559.0,,
Gvernment Medical,M.D. (Obstetrics & Gynaecology),Open,,8239.0,,
Hassan Institute Of,M.D. (Obstetrics & Gynaecology),Open,,7274.0,,
Hassan Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),OBC,,,10018.0,
Haveri Institute Of,M.D. (Obstetrics & Gynaecology),Open,,11099.0,,
Haveri Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),Open,,,12152.0,
Healthworld Hospital,M.D. (Obstetrics & Gynaecology),Open,,16438.0,,
Hinduhridayasamrat Balasaheb,M.D. (Obstetrics & Gynaecology),OBC,,6417.0,,
Hinduhridayasamrat Balasaheb Thackeray Medical College,M.D. (Obstetrics & Gynaecology),OBC,,,8984.0,
Holy Spirit Hospital,M.D. (Obstetrics & Gynaecology),Open,,11475.0,,
Indira Gandhi,M.D. (Obstetrics & Gynaecology),EWS,,7923.0,,
Indira Gandhi,M.D. (Obstetrics & Gynaecology),OBC,,6954.0,,
Indira Gandhi,M.D. (Obstetrics & Gynaecology),Open,,5189.0,,
Indira Gandhi Govt.Medical College,M.D. (Obstetrics & Gynaecology),EWS,,,9647.0,
Indira Gandhi Govt.Medical College,M.D. (Obstetrics & Gynaecology),OBC,,,8636.0,
Indira Gandhi Govt.Medical College,M.D. (Obstetrics & Gynaecology),Open,,,6220.0,
Indira Gandhi Govt.Medical College,M.D. (Obstetrics & Gynaecology),SC,,,22972.0,
Indira Gandhi Medical,M.D. (Obstetrics & Gynaecology),OBC,,7148.0,,
Indira Gandhi Medical,M.D. (Obstetrics & Gynaecology),ST,,53916.0,,
Indira Gandhi Medical College And Research,M.D. (Obstetrics & Gynaecology),ST,,,56907.0,
Ipgme&R And Sskm Hospital,M.D. (Obstetrics & Gynaecology),ST,,43818.0,,
Indira Gandhi Institute Of,M.D. (Obstetrics & Gynaecology),SC,,26769.0,,
Indira Gandhi Medical College,M.D. (Obstetrics & Gynaecology),EWS,,16799.0,,
Indira Gandhi Medical College,M.D. (Obstetrics & Gynaecology),OBC,,13366.0,,
Indira Gandhi Medical College,M.D. (Obstetrics & Gynaecology),ST,,38937.0,,
Indira Gandhi Medical College Shimla,M.D. (Obstetrics & Gynaecology),OBC,,,16545.0,
Indira Gandhi Medical College Shimla,M.D. (Obstetrics & Gynaecology),Open,,,152819.0,
Indira Gandhi Medical College Shimla,M.D. (Obstetrics & Gynaecology),SC,,,33231.0,
Indira Gandhi Medical College Shimla,M.D. (Obstetrics & Gynaecology),ST,,,48598.0,
Indraprastha Apollo Hospital,M.D. (Obstetrics & Gynaecology),Open,,9225.0,,
Ispat General Hospital,M.D. (Obstetrics & Gynaecology),Open,,21347.0,,
J.L.N. Main Hospital And,M.D. (Obstetrics & Gynaecology),OBC,,14409.0,,
J.L.N. Main Hospital And,M.D. (Obstetrics & Gynaecology),Open,,11779.0,,
J.L.N. Main Hospital And,M.D. (Obstetrics & Gynaecology),ST,,58880.0,,
Jawahar Lal Nehru,M.D. (Obstetrics & Gynaecology),OBC,,8682.0,,
Jawahar Lal Nehru,M.D. (Obstetrics & Gynaecology),Open,,7566.0,,
Jawahar Lal Nehru,M.D. (Obstetrics & Gynaecology),SC,,24612.0,,
Jawahar Lal Nehru,M.D. (Obstetrics & Gynaecology),ST,,32377.0,,
Jawaharlal Nehru,M.D. (Obstetrics & Gynaecology),Open,,8543.0,,
Jhalawar Medical,M.D. (Obstetrics & Gynaecology),OBC,,10253.0,,
Jhalawar Medical,M.D. (Obstetrics & Gynaecology),SC,,26970.0,,
Jaiprakash Hospital And,M.D. (Obstetrics & Gynaecology),Open,,14132.0,,
Jannyak Karpoori Thakur,M.D. (Obstetrics & Gynaecology),OBC,,15432.0,,
Jawaharlal Institute Of Medical,M.D. (Obstetrics & Gynaecology),EWS,,15741.0,,
Jawaharlal Institute Of Medical,M.D. (Obstetrics & Gynaecology),Open,,9367.0,,
Jawaharlal Institute Of Medical,M.D. (Obstetrics & Gynaecology),ST,,41874.0,,
Jaypee Hospital,M.D. (Obstetrics & Gynaecology),Open,,11940.0,,
Jorhat Medical College &,M.D. (Obstetrics & Gynaecology),OBC,,14197.0,,
Jorhat Medical College &,M.D. (Obstetrics & Gynaecology),Open,,11039.0,,
Jorhat Medical College &,M.D. (Obstetrics & Gynaecology),SC,,33964.0,,
Jorhat Medical College & Hospital,M.D. (Obstetrics & Gynaecology),OBC,,,17282.0,
Jorhat Medical College & Hospital,M.D. (Obstetrics & Gynaecology),Open,,,12586.0,
Jorhat Medical College & Hospital,M.D. (Obstetrics & Gynaecology),SC,,,39013.0,
K B Bhabha Municipal General,M.D. (Obstetrics & Gynaecology),OBC,,11964.0,,
K C General Hospital,M.D. (Obstetrics & Gynaecology),Open,,12817.0,,
K.A.P.Viswanatham,M.D. (Obstetrics & Gynaecology),OBC,,8357.0,,
K.A.P.Viswanatham,M.D. (Obstetrics & Gynaecology),SC,,25170.0,,
K.G. Hospital And Pg Medical,M.D. (Obstetrics & Gynaecology),Open,,15983.0,,
Kalyan Singh,M.D. (Obstetrics & Gynaecology),Open,,10315.0,,
Kalyan Singh Government Medical College,M.D. (Obstetrics & Gynaecology),Open,,,,15644.0
Kanyakumari,M.D. (Obstetrics & Gynaecology),SC,,29119.0,,
Kanyakumari,M.D. (Obstetrics & Gynaecology),ST,,56125.0,,
Kanyakumari Government Medical,M.D. (Obstetrics & Gynaecology),SC,,,33824.0,
Kanyakumari Government Medical,M.D. (Obstetrics & Gynaecology),ST,,,62252.0,
Kims Hospital,M.D. (Obstetrics & Gynaecology),Open,,15149.0,,
Kims Hospital Kurnool (A Unit,M.D. (Obstetrics & Gynaecology),Open,,15997.0,,
King Georges Medical,M.D. (Obstetrics & Gynaecology),OBC,,8533.0,,
King Georges Medical,M.D. (Obstetrics & Gynaecology),SC,,24720.0,,
Kurnool Medical,M.D. (Obstetrics & Gynaecology),Open,,6700.0,,
Kurnool Medical College,M.D. (Obstetrics & Gynaecology),SC,,,25850.0,37094.0
Kurnool Medical College,M.D. (Obstetrics & Gynaecology),ST,,,37207.0,
Kalpana Chawla Govt Medical,M.D. (Obstetrics & Gynaecology),ST,,55334.0,,
Kamla Nehru Memorial,M.D. (Obstetrics & Gynaecology),Open,,13570.0,,
Karnataka Medical College And,M.D. (Obstetrics & Gynaecology),OBC,,5253.0,,
Karnataka Medical College And,M.D. (Obstetrics & Gynaecology),Open,,4536.0,,
Karnataka Medical College And Research Institute,M.D. (Obstetrics & Gynaecology),Open,,,2908.0,
Karuna Medical College,M.D. (Obstetrics & Gynaecology),Open,,19197.0,,
Karwar Institute Of Medical,M.D. (Obstetrics & Gynaecology),OBC,,10537.0,,
Kasturba Hospital,M.D. (Obstetrics & Gynaecology),SC,,21035.0,,
Kasturba Hospital,M.D. (Obstetrics & Gynaecology),ST,,28877.0,,
Kerala Institute Of Medical,M.D. (Obstetrics & Gynaecology),Open,,15775.0,,
Kinder Womens Hospital And,M.D. (Obstetrics & Gynaecology),Open,,17001.0,,
Kodagu Institute Of Medical,M.D. (Obstetrics & Gynaecology),EWS,,13920.0,,
Kodagu Institute Of Medical,M.D. (Obstetrics & Gynaecology),Open,,9967.0,,
Kodagu Institute Of Medical,M.D. (Obstetrics & Gynaecology),SC,,17590.0,,
Kodagu Institute Of Medical,M.D. (Obstetrics & Gynaecology),ST,,48004.0,,
Kongunad Hospitals Private,M.D. (Obstetrics & Gynaecology),Open,,16775.0,,
Koppal Institute Of Medical,M.D. (Obstetrics & Gynaecology),OBC,,10165.0,,
Koppal Institute Of Medical,M.D. (Obstetrics & Gynaecology),Open,,9793.0,,
Late Shri Lakhi Ram,M.D. (Obstetrics & Gynaecology),SC,,29159.0,,
Lokmanya Tilak Medical,M.D. (Obstetrics & Gynaecology),OBC,,3520.0,,
Lala Lajpat Rai Memorial,M.D. (Obstetrics & Gynaecology),OBC,,9815.0,,
Lala Lajpat Rai Memorial,M.D. (Obstetrics & Gynaecology),Open,,4087.0,,
Lala Lajpat Rai Memorial Medical College,M.D. (Obstetrics & Gynaecology),OBC,,,9898.0,
M. K. Haji Orphanage,M.D. (Obstetrics & Gynaecology),Open,,17334.0,,
M. P. Shah Government,M.D. (Obstetrics & Gynaecology),Open,,7162.0,,
Madurai Medical,M.D. (Obstetrics & Gynaecology),SC,,19672.0,,
Madurai Medical,M.D. (Obstetrics & Gynaecology),ST,,44553.0,,
Maharani      Laxmi   Bai,M.D. (Obstetrics & Gynaecology),EWS,,11409.0,,
Maharani Laxmi Bai,M.D. (Obstetrics & Gynaecology),EWS,,11884.0,,
Maharani Laxmi Bai,M.D. (Obstetrics & Gynaecology),OBC,,11596.0,,
Maharani Laxmi Bai,M.D. (Obstetrics & Gynaecology),Open,,6483.0,,
Maharani Laxmi Bai Medical College,M.D. (Obstetrics & Gynaecology),EWS,,,13121.0,
Maharani Laxmi Bai Medical College,M.D. (Obstetrics & Gynaecology),Open,,,8612.0,
Malabar Institute Of,M.D. (Obstetrics & Gynaecology),Open,,16471.0,,
Mandya Institute Of,M.D. (Obstetrics & Gynaecology),Open,,4410.0,,
Mgm Hospital And Research,M.D. (Obstetrics & Gynaecology),Open,,15729.0,,
Mysore Medical College,M.D. (Obstetrics & Gynaecology),EWS,,4904.0,,
Mysore Medical College,M.D. (Obstetrics & Gynaecology),OBC,,4222.0,,
Mysore Medical College,M.D. (Obstetrics & Gynaecology),Open,,4062.0,,
Mysore Medical College,M.D. (Obstetrics & Gynaecology),ST,,44463.0,,
Maharaja Agrasen Medical,M.D. (Obstetrics & Gynaecology),Open,,10302.0,,
Maharaja Krushna Chandra,M.D. (Obstetrics & Gynaecology),Open,,3792.0,,
Maharashtra Post Graduate,M.D. (Obstetrics & Gynaecology),OBC,,7780.0,,
Mahatma Gandhi Institute Of,M.D. (Obstetrics & Gynaecology),OBC,,7964.0,,
Mahatma Gandhi Institute Of,M.D. (Obstetrics & Gynaecology),Open,,6196.0,,
Mahatma Gandhi Institute Of,M.D. (Obstetrics & Gynaecology),SC,,18704.0,,
Mahatma Gandhi Memorial,M.D. (Obstetrics & Gynaecology),OBC,,8002.0,,
Mahatma Gandhi Memorial,M.D. (Obstetrics & Gynaecology),Open,,8673.0,,
Max Smart Super Specialty,M.D. (Obstetrics & Gynaecology),Open,,13510.0,,
Max Super Specialty Hospital,M.D. (Obstetrics & Gynaecology),Open,,13684.0,,
Meenakshi Mission Hospital,M.D. (Obstetrics & Gynaecology),Open,,14675.0,,
Metro Heart Institute With,M.D. (Obstetrics & Gynaecology),Open,,12702.0,,
Midnapore Medical College And,M.D. (Obstetrics & Gynaecology),EWS,,18006.0,,
Midnapore Medical College And,M.D. (Obstetrics & Gynaecology),OBC,,15380.0,,
Midnapore Medical College And,M.D. (Obstetrics & Gynaecology),Open,,9862.0,,
Midnapore Medical College And Hospital,M.D. (Obstetrics & Gynaecology),Open,,,11784.0,
Midnapore Medical College And Hospital,M.D. (Obstetrics & Gynaecology),ST,,,62957.0,
Moti Lal Nehru Medical College,M.D. (Obstetrics & Gynaecology),OBC,,10538.0,10712.0,
Moti Lal Nehru Medical College,M.D. (Obstetrics & Gynaecology),Open,,6214.0,,
Moti Lal Nehru Medical College,M.D. (Obstetrics & Gynaecology),ST,,39424.0,44553.0,
Murshidabad Medical College,M.D. (Obstetrics & Gynaecology),Open,,10247.0,,
Muslim Maternity And Childrens,M.D. (Obstetrics & Gynaecology),Open,,15200.0,,
Nalanda Medical,M.D. (Obstetrics & Gynaecology),OBC,,7629.0,,
Nalanda Medical,M.D. (Obstetrics & Gynaecology),Open,,7219.0,,
Nalanda Medical College,M.D. (Obstetrics & Gynaecology),SC,,,32235.0,
Namo Medical Education And,M.D. (Obstetrics & Gynaecology),OBC,,14226.0,,
Namo Medical Education And,M.D. (Obstetrics & Gynaecology),SC,,37930.0,,
Netaji Subhash Chandra,M.D. (Obstetrics & Gynaecology),EWS,,8989.0,,
Netaji Subhash Chandra,M.D. (Obstetrics & Gynaecology),OBC,,9528.0,,
Netaji Subhash Chandra,M.D. (Obstetrics & Gynaecology),Open,,6634.0,,
Netaji Subhash Chandra,M.D. (Obstetrics & Gynaecology),SC,,26724.0,,
Netaji Subhash Chandra Bose Medical,M.D. (Obstetrics & Gynaecology),OBC,,,158380.0,
Netaji Subhash Chandra Bose Medical,M.D. (Obstetrics & Gynaecology),Open,,,126625.0,
Narayana Hrudayalaya,M.D. (Obstetrics & Gynaecology),Open,,14066.0,,
North Bengal Medical College,M.D. (Obstetrics & Gynaecology),OBC,,,15190.0,
North Bengal Medical College,M.D. (Obstetrics & Gynaecology),Open,,8942.0,195147.0,16803.0
North Bengal Medical College,M.D. (Obstetrics & Gynaecology),SC,,,39800.0,
North Eastern Indira Gandhi,M.D. (Obstetrics & Gynaecology),Open,,7743.0,,
Paalana Institute Of,M.D. (Obstetrics & Gynaecology),Open,,17789.0,,
Pandit Bhagwat Dayal Sharma,M.D. (Obstetrics & Gynaecology),OBC,,7959.0,,
Pandit Bhagwat Dayal Sharma,M.D. (Obstetrics & Gynaecology),SC,,19492.0,,
Pandit Dindayal Upadhyay,M.D. (Obstetrics & Gynaecology),Open,,5296.0,,
Pimpri Chichwad Municipal,M.D. (Obstetrics & Gynaecology),OBC,,6902.0,,
Pimpri Chichwad Municipal,M.D. (Obstetrics & Gynaecology),Open,,5046.0,,
Pimpri Chichwad Municipal Corporation Postgraduate,M.D. (Obstetrics & Gynaecology),OBC,,,9410.0,
Pimpri Chichwad Municipal Corporation Postgraduate,M.D. (Obstetrics & Gynaecology),Open,,,5712.0,
Pimpri Chichwad Municipal Corporation Postgraduate,M.D. (Obstetrics & Gynaecology),SC,,,23478.0,
Polakulath Narayanan Renai,M.D. (Obstetrics & Gynaecology),Open,,17605.0,,
Post Graduate Institute Of,M.D. (Obstetrics & Gynaecology),OBC,,8443.0,,
Post Graduate Institute Of,M.D. (Obstetrics & Gynaecology),Open,,6220.0,,
Princess Durru Shehvar,M.D. (Obstetrics & Gynaecology),Open,,15341.0,,
Pt. Jawahar Lal Nehru Memorial,M.D. (Obstetrics & Gynaecology),OBC,,8140.0,,
Pt. Jawahar Lal Nehru Memorial,M.D. (Obstetrics & Gynaecology),Open,,7592.0,,
Pt. Raghunath Murmu Medical,M.D. (Obstetrics & Gynaecology),Open,,6757.0,,
R P Hospital And,M.D. (Obstetrics & Gynaecology),Open,,15174.0,,
Raichur Institute Of,M.D. (Obstetrics & Gynaecology),EWS,,11995.0,,
Raichur Institute Of,M.D. (Obstetrics & Gynaecology),OBC,,9334.0,,
Rajiv Gandhi Institute Of,M.D. (Obstetrics & Gynaecology),OBC,,10004.0,,
Rajiv Gandhi Institute Of Medical,M.D. (Obstetrics & Gynaecology),OBC,,,13374.0,
Rajiv Gandhi Medical,M.D. (Obstetrics & Gynaecology),OBC,,7442.0,,
Rajiv Gandhi Medical,M.D. (Obstetrics & Gynaecology),Open,,5391.0,,
Rajiv Gandhi Medical College Kalwa,M.D. (Obstetrics & Gynaecology),OBC,,,9313.0,
Renova Neelima,M.D. (Obstetrics & Gynaecology),Open,,15866.0,,
Ruhs College Of Medical,M.D. (Obstetrics & Gynaecology),Open,,7855.0,,
Rainbow Children`S Hospital,M.D. (Obstetrics & Gynaecology),Open,,14713.0,,
Rajarshee Chhatrapati Shahu,M.D. (Obstetrics & Gynaecology),Open,,6654.0,,
Rajarshee Chhatrapati Shahu Maharaj Government Medical,M.D. (Obstetrics & Gynaecology),Open,,,8005.0,
Rajendra Institute Of Medical,M.D. (Obstetrics & Gynaecology),OBC,,9661.0,,
Rajendra Institute Of Medical,M.D. (Obstetrics & Gynaecology),Open,,7168.0,,
Rajendra Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),OBC,,,10710.0,
Rajiv Gandhi Institute Of,M.D. (Obstetrics & Gynaecology),OBC,,10405.0,,
Rajiv Gandhi Institute Of,M.D. (Obstetrics & Gynaecology),Open,,9597.0,,
Rajiv Gandhi Institute Of,M.D. (Obstetrics & Gynaecology),SC,,26440.0,,
Rajiv Gandhi Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),EWS,,,14076.0,
Rajiv Gandhi Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),OBC,,,13696.0,
Rajiv Gandhi Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),Open,,,10805.0,
Rajiv Gandhi Institute Of Medical Sciences,M.D. (Obstetrics & Gynaecology),SC,,,29247.0,
Rajmata Shrimati Devendra,M.D. (Obstetrics & Gynaecology),Open,,9306.0,,
Rajmata Shrimati Devendra Kumari Singhdeo Government,M.D. (Obstetrics & Gynaecology),Open,,,11404.0,
Ramakrishna Mission,M.D. (Obstetrics & Gynaecology),Open,,14620.0,,
Rangaraya Medical College,M.D. (Obstetrics & Gynaecology),OBC,,8796.0,11033.0,
Rangaraya Medical College,M.D. (Obstetrics & Gynaecology),Open,,6998.0,210696.0,
Ravindra Nath Tagore Medical,M.D. (Obstetrics & Gynaecology),EWS,,8861.0,,
